%Gaussian process regression with a Gaussian likelihood
%model: gpr, kernel: sum
Optimization success: True in 69 iterations, b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH'
%.kernel.kernels[0].variance: 1.6752281683700518
%.kernel.kernels[0].lengthscales: [4.25344921e-01 4.42708131e-01 7.09515554e-01 1.54751442e+00 3.10324338e-01 6.87688874e-01 1.48109591e+00 7.29510530e-01 3.60727544e-01 5.83248344e-01 7.78513555e-01 7.26204136e+02]
%.kernel.kernels[1].variance: 0.06939917017675531
%.likelihood.variance: 0.8941925877482464
%loglikelihood: -6729.976710782661
%RMSE:1.647
%Pearson_correlation_coefficient:0.691,P-value:0.000
%Spearman_correlation_coefficient:0.695,P-value:0.000
%%%%%%PREDICTIONS%%%%%
name,f_pred_mean,f_pred_var,y_true,vina_gauss2,BertzCT,MolLogP,PEOE_VSA7,BalabanJ,SMR_VSA7,as_flex_all,vina_hydrogen,MaxAbsEStateIndex,HallKierAlpha,MaxAbsPartialCharge,vina_repulsion
4ddk,-3.9897,0.6876,-4.1635,-0.8898,-1.2119,-0.2049,-0.4223,-0.3002,-0.5213,-1.0933,-0.99,-0.742,0.4702,0.9359,-0.7136
4de3,-0.8625,1.2595,-0.9335,-0.3841,-0.5078,0.7511,0.3332,-0.6236,0.5628,-0.1011,0.5243,0.1705,-0.1553,-1.4921,-0.1886
4dld,-0.1443,0.9678,-0.6335,-0.0925,-0.6859,-0.8042,0.0925,0.8676,-0.0632,0.6229,1.3303,-0.3929,0.1085,0.9942,0.7875
4dli,0.0345,0.5858,-0.8335,-0.2227,-0.2785,0.9272,0.1344,-0.6627,0.2491,-0.2888,-1.0513,-1.6787,-0.2156,-0.6565,-0.647
4e5w,0.8762,1.1747,1.2065,0.5348,0.4788,0.3352,0.2051,-0.8227,-0.49,0.2743,-0.775,0.9685,-0.0573,-1.203,-0.5934
4e6q,-0.0980,1.3266,1.9065,0.1233,0.2539,0.5819,-0.9501,-0.8131,0.6282,-0.9324,-0.9978,-1.328,-0.2457,-1.2095,-0.6661
4ea2,0.5130,1.6328,-0.0135,0.1174,0.18,0.6738,2.4113,-0.4134,-0.5351,-1.2005,-1.1366,-1.3181,1.3067,-1.2275,-1.0909
4eky,1.2087,1.4778,-2.9335,0.4277,-0.2429,-0.8575,-0.9357,-0.0014,-0.2437,1.0788,1.684,0.2375,0.2818,-0.712,1.0201
4eo8,0.3760,1.2966,1.6965,-0.3797,0.0471,0.3957,1.3184,0.1897,-0.7681,-0.986,-0.5389,0.9473,0.3722,0.9253,-0.7217
4eor,2.0155,0.5847,-0.1535,0.225,0.2439,0.6961,0.6557,-0.79,-0.3093,-0.2083,-0.458,-0.0599,-0.2909,0.1825,-0.7259
4f09,1.0340,0.5630,0.2465,-0.4519,-0.2931,0.2081,-0.6509,-0.5319,-0.505,-0.9056,-1.0368,-1.4281,0.3421,-1.229,-0.9078
4f2w,2.3132,0.1761,4.8465,-0.093,-0.3795,-0.359,-0.9439,-0.4421,-0.698,-0.0475,-0.2768,-1.5048,0.7716,-0.787,-0.4677
4f3c,3.4123,0.2631,5.3665,0.1633,-0.0801,0.0016,-0.6865,-0.4925,-0.698,0.462,-0.1871,-1.4459,0.7716,-0.787,-0.2033
4f9w,0.3851,0.6450,0.4865,-0.0201,0.0728,1.2265,0.5551,-0.5849,1.0127,-0.2888,-1.276,-1.5208,-0.7054,-1.0643,-0.716
4gfm,-0.1284,0.4960,0.7665,-0.4049,-0.8475,0.6669,-0.4219,-0.3447,0.1599,-0.262,-1.0803,0.0286,0.5154,-1.4587,-0.7393
4gkm,-1.3024,0.7140,-1.2835,-0.4917,-0.5996,0.0067,-0.1231,-0.0804,0.5819,-0.6374,0.0521,-0.3561,-0.3663,0.935,-0.1869
4gr0,2.1604,1.4804,3.0965,1.8231,1.3896,1.4383,1.4539,-0.6574,1.6703,1.776,-0.0606,0.984,-1.1952,-0.9917,0.9141
4hge,0.8519,0.8896,1.4665,0.2225,-0.0871,0.8273,0.1408,-0.7734,0.9591,-0.4497,-1.0387,0.3647,-0.6451,-1.6632,-0.7724
4ih5,-1.0665,0.9970,-2.3435,-0.601,-0.692,0.4154,-0.6862,-0.6498,0.0725,-0.9592,-0.9647,-1.8274,-0.2231,-1.7356,-0.647
4ih7,0.6461,1.0097,-1.2135,-0.7217,-0.6443,0.8599,-0.2272,0.0575,0.2198,-0.8787,-1.0097,0.0293,0.4777,-2.0416,-1.054
4ivb,0.8793,0.6311,2.2665,0.0754,-0.067,0.8556,0.4625,-0.4918,-0.505,-0.3424,-0.7294,-1.189,-0.0422,-0.8003,-0.7984
4ivc,0.7946,0.7876,3.5465,0.1659,0.0353,0.9758,0.7199,-0.4971,-0.505,-0.2083,-0.791,-1.2703,-0.0422,-0.8003,-0.5857
4ivd,0.7754,1.1150,3.0665,0.2716,0.1383,1.096,0.9983,-0.5106,-0.505,-0.1815,-0.755,-1.2778,-0.0422,-0.8003,-0.5342
4j21,0.5109,1.0993,0.9565,-0.0507,-0.3575,1.0153,0.3629,-0.3491,0.7148,0.033,-0.5106,-0.0578,0.0557,-0.6563,-0.7623
4j28,-0.8916,0.8928,-0.7535,-0.9925,-0.5767,-0.3551,-0.387,-0.4029,-0.3243,-0.5838,0.0375,-1.5473,0.6812,-0.8171,-0.3676
4j3l,1.6352,0.6568,1.3465,0.3305,0.0673,0.9518,0.3629,-0.528,0.8887,0.3816,-0.3983,0.2474,-0.2231,-0.8287,-0.4564
4jfs,-0.2203,1.4935,-1.1835,-0.8535,-0.6725,-0.3293,0.1408,0.0875,-0.3325,-0.8519,0.0617,-1.4648,0.9299,0.4124,-0.5123
4jia,1.3059,1.2796,2.7665,0.2106,0.6431,0.4494,1.6477,-0.9226,0.8157,-0.1815,-0.9932,-1.5346,-0.939,0.4124,-1.0278
4jsz,-1.2338,0.5193,-4.1535,-1.5088,-1.1979,-0.0338,-0.6862,0.3968,-0.3175,-1.4955,-1.1017,-0.4353,1.1032,-2.412,-1.0964
4jxs,-0.7344,1.1231,-1.7135,-0.4528,-0.5306,-0.4591,-0.2302,-0.2525,0.3502,-0.3156,0.9444,0.1017,0.0783,0.9359,0.4483
4k18,0.8111,1.3474,2.5065,0.408,0.1501,0.8765,0.6124,-0.7681,1.5124,-0.2888,-1.276,0.6215,-1.4439,0.3729,-0.6359
4k77,0.1355,0.6765,0.1765,-0.4033,-0.502,0.4988,-0.3934,-0.4567,-0.3594,-0.7447,-0.775,-0.0576,0.3195,-1.0045,-0.6321
4kz6,0.4267,1.0851,-3.3535,-1.0248,-0.9531,-0.1904,0.1694,0.7042,-1.2618,-1.3882,-0.1219,0.1854,1.2238,0.9694,-0.5985
4kzq,-0.3191,0.6113,-0.3535,-0.199,-0.5397,0.8386,0.3694,-0.4268,0.7575,-0.1547,-0.8184,0.0349,-0.1628,0.5344,-0.84
4kzu,-0.2981,1.3465,0.0465,-0.1824,-0.5547,1.1642,-0.1584,-0.4104,0.8973,-0.1011,-0.7919,0.0305,0.3496,-0.0337,-0.8063
4llx,-3.3870,0.5198,-3.5635,-1.5313,-1.3276,0.0714,-0.3516,0.2599,-0.717,-1.4419,-1.084,-2.0758,0.9148,-0.993,-1.1096
4lzs,-0.2337,1.2752,-1.6535,-0.9358,-0.8497,0.3093,-0.0942,0.747,-0.5581,-0.9592,-0.6868,0.0411,0.5682,-1.1449,-0.9178
4m0y,-0.5040,1.0142,0.0065,-0.5299,-0.3265,0.3609,-0.7149,-0.4186,0.4312,-0.6642,-0.2585,-0.0613,-0.7657,-1.0328,-0.5734
4m0z,-0.4760,0.6045,-1.2635,0.2296,-0.2028,0.3635,-0.1871,-0.4036,0.2423,0.328,0.3527,-0.0182,-0.9164,0.4122,-0.0562
4mgd,0.2597,1.5275,-1.7635,-0.3955,-0.8372,1.2805,0.3276,-0.0236,0.5969,-1.6028,-0.5453,-1.5107,0.9374,0.5344,-0.862
4mme,0.2292,1.2217,0.0465,-0.0998,-0.4277,0.4515,-0.4223,-0.5553,0.9278,-0.5838,-0.6643,-1.6727,0.3722,-1.2346,-0.4034
4ogj,0.2290,1.3323,0.3365,-0.0594,1.0835,0.9128,1.8303,-0.7847,0.616,-0.557,-0.9491,0.6619,-0.6602,0.3139,-0.8152
4owm,-2.4985,0.7889,-3.4935,-1.4823,-1.2755,-0.2072,-0.9501,0.3707,-0.3395,-1.6564,-1.0874,0.3422,0.5682,0.935,-1.1362
4pcs,-0.5201,1.0650,1.3965,-1.064,-0.7429,-0.4159,-0.1284,-0.1429,-0.1436,-0.9324,0.2904,-1.6839,0.749,-0.8174,-0.6387
4qac,0.5639,0.7323,2.9465,0.0897,-0.3098,1.0898,0.1279,-0.4266,-0.1436,-0.0743,-0.7219,0.3961,0.0181,-0.4686,-0.5266
4qd6,0.0871,1.4279,2.1865,-0.4158,0.9007,1.3309,0.934,-0.824,1.1934,-0.262,-0.6245,0.8118,-1.0219,-0.7168,-0.24
4rfm,1.2517,1.2155,3.5965,0.6255,0.9512,1.0295,-0.136,-0.9918,0.7721,-0.0206,-0.6758,1.3215,-0.5622,-1.536,-0.5455
4twp,1.9685,0.5194,3.5465,0.309,0.2913,1.2926,1.162,-0.7965,1.3496,-0.3961,-0.6474,0.208,-0.7883,-1.1314,0.0321
4ty7,1.3207,1.1315,3.0665,0.7472,0.9485,0.9838,0.9485,-0.821,0.7661,1.052,0.3792,0.986,-0.7732,-0.821,-0.1741
4u4s,-1.8213,0.7001,-3.5335,-0.9028,-0.8976,-0.0883,-0.6509,-0.0922,-0.6871,-0.7447,-1.0096,-0.0801,0.8998,-1.1122,-0.9015
4w9c,-1.3032,0.6073,-1.8035,-0.4069,0.1165,0.5891,-0.7345,-0.4918,0.0596,-0.691,-0.1347,0.7015,-0.2532,-0.1677,-0.5607
4w9h,-0.2095,0.6403,0.2765,0.1558,0.4864,0.5557,-0.1923,-0.3836,0.017,0.328,-0.1134,1.0404,-0.3361,-0.738,0.0721
4w9i,-0.5408,1.1267,-0.4935,0.0404,0.4556,0.0722,-0.4288,-0.7428,0.017,-0.3424,-0.0932,0.8974,-0.3663,-0.738,-0.0273
4w9l,0.0466,0.6876,-1.4335,0.3962,1.148,0.7192,0.0442,-0.2058,0.017,0.0062,0.2079,1.4026,-0.7355,-0.738,0.0382
4wiv,-0.9757,0.8131,-0.1935,-0.4503,0.2318,1.1874,0.5252,-0.5666,0.4305,-0.7447,-1.276,-1.4778,-0.615,-1.0692,-0.9782
4x6p,2.0144,0.9682,1.8465,1.218,1.2571,1.1812,1.3465,-0.9946,2.0817,2.1514,-0.047,0.7455,-2.2276,-0.8412,0.1061
5a7b,-0.2386,1.4823,-2.8835,-0.0524,0.6005,0.2564,0.4401,-0.3652,0.5819,-0.0475,-1.276,-1.3541,-0.4416,0.5143,-0.8038
5aba,-0.7941,1.6178,-3.4735,-0.7548,-0.2133,-0.015,0.0095,-0.3451,-0.4134,-0.7983,-1.276,-1.4117,1.5102,0.5157,-0.9984
5c28,-2.6770,0.7719,-0.7935,-1.2313,-1.1246,0.4481,-0.3581,-0.3304,-0.7448,-1.281,-1.276,-1.8997,1.1334,-0.8236,-1.1798
5c2h,1.2830,1.2594,4.6365,0.5891,0.4687,1.6144,0.7682,-0.8614,0.8713,0.4084,-1.276,-1.6084,-0.3286,0.0485,-0.5885
5dwr,2.1700,1.0366,4.7665,0.7335,0.4126,1.1965,1.1417,-0.6568,1.1546,0.0062,-0.6908,1.1626,-0.6979,-1.1311,-0.2419
