%Gaussian process regression with a Gaussian likelihood
%model: gpr, kernel: sum
%Optimization success: True in 22 iterations, b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH'
%.kernel.kernels[0].variance: 1.5741558752847657
%.kernel.kernels[0].lengthscales: 1.339882942824264
%.kernel.kernels[1].variance: 0.03068973887062306
%.likelihood.variance: 0.9492974458627557
%loglikelihood: -6594.480444843923
%RMSE:1.522
%Pearson_correlation_coefficient:0.750,P-value:0.000
%Spearman_correlation_coefficient:0.752,P-value:0.000
%%%%%%PREDICTIONS%%%%%
name,f_pred_mean,f_pred_var,y_true,BalabanJ,BertzCT,HallKierAlpha,MaxAbsEStateIndex,MaxAbsPartialCharge,MolLogP,NOCount,PEOE_VSA1,PEOE_VSA3,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,SMR_VSA7,as_flex_all,cc_A.HD_4,cc_N.N_4,lig_OA,vina_gauss2,vina_hydrogen,vina_repulsion
3k5v,0.5707,0.7479,-0.1535,-0.572,-0.1967,-0.9691,0.0775,1.2386,1.0601,-0.4075,-0.3254,0.3383,-0.4152,0.3694,-0.1812,0.8089,-0.6642,-0.6375,-0.7232,-0.7009,0.1281,-1.276,-1.0132
3kgp,-2.1910,0.2710,-3.8835,0.4101,-1.1876,0.7415,-0.7226,0.9359,-0.5089,-1.0644,-0.3347,-0.8144,0.0712,-0.971,-1.0149,-0.1586,-1.1201,-0.6375,-0.7232,-0.7009,-1.1807,-0.935,-0.5788
3kv2,-0.9788,1.2290,0.8665,2.0682,-1.2322,0.6285,-0.5964,0.9259,-1.3598,-0.1886,0.6621,-0.8144,-0.6941,-1.214,-0.3984,-1.2618,-0.0206,0.5367,2.8739,-0.434,-0.8575,1.2964,0.817
3kwa,-0.0816,1.3474,-2.3735,2.846,-0.7574,1.6383,-1.8596,-1.1064,-1.3206,-0.8454,0.0592,-0.8144,-0.9016,-1.214,0.4744,-1.2618,-0.8251,1.9458,2.1545,-1.2346,-0.9461,-0.4219,0.004
3l3n,-0.1770,0.6766,1.7265,-0.2824,0.9671,-1.0219,1.0074,0.9694,-0.7404,0.2493,1.2301,-0.8144,1.044,0.3709,1.2547,0.9787,0.6766,0.0671,-0.0038,0.0996,1.2831,0.7487,0.8188
3l4u,-0.8022,1.0628,1.0665,0.9196,-0.5981,1.7513,-1.5599,-0.6948,-1.6315,0.2493,1.5293,-0.8144,-0.9016,-1.214,-0.1507,-1.2618,-0.1279,1.4761,-0.7232,1.167,-0.2404,0.7581,0.2887
3l4w,-1.8117,0.3904,-0.4535,0.8908,-1.0086,1.578,-1.6682,-0.7453,-1.5784,-0.4075,0.5752,-0.8144,-0.9016,-1.214,-1.2831,-1.2618,-0.3424,2.6504,-0.7232,0.0996,-0.7874,0.6103,-0.1226
3l7b,-0.3296,0.9813,-4.0535,-0.0763,-0.7305,0.5908,1.3437,-0.712,-0.8222,0.0304,0.2895,0.2477,-0.9016,-0.9501,-0.9855,-0.5523,0.0598,0.0671,0.7156,0.0996,-0.2351,0.423,-0.179
3lka,-1.7149,0.7482,-3.6335,0.3347,-1.0976,0.9525,-0.3548,0.4124,-0.0312,-0.8454,-1.0024,0.7517,-0.9016,-0.1584,-1.2831,-0.5064,-1.1201,-0.6375,-0.7232,-0.434,-1.0213,-0.8281,-0.3676
3mfv,-1.2109,0.7959,-3.9335,0.3622,-1.053,0.5832,-0.5437,0.9259,-0.9732,-0.4075,0.3219,-0.2381,-0.9016,-0.9357,-0.4371,-0.8909,0.033,-0.4026,2.1545,-0.7009,-0.7766,0.5829,0.4471
3mss,-1.6725,0.4557,-1.7935,-0.215,-0.3497,0.003,0.1268,0.3269,0.2221,-0.8454,-0.3258,-0.8144,0.8008,-0.2002,-0.3092,0.7858,-1.2005,-0.6375,-0.7232,-0.7009,-0.8897,-1.276,-0.7259
3myg,1.3948,0.8662,4.2465,-0.6834,0.4694,-0.3663,-1.3806,-0.752,0.419,0.2493,-0.3533,0.3383,-0.9016,0.4867,0.6645,0.0548,-0.0743,-0.1678,-0.7232,-0.9677,0.1197,-0.3258,-0.3218
3n7a,-1.1776,0.4497,-2.7535,0.4932,-1.2429,1.0731,-0.5483,0.9558,-1.0151,-0.6265,0.2554,-0.8144,-0.658,-0.9497,-0.8437,-0.8835,-0.7983,0.0671,-0.7232,0.0996,-0.9898,1.5591,-0.1138
3n86,1.2655,1.0234,-0.8135,-0.1235,-0.4336,0.0859,0.265,0.9558,-0.4639,-0.1886,0.5814,-0.8144,-0.172,0.0999,0.002,0.0459,0.8375,1.4761,-0.7232,0.3665,0.5362,1.7494,0.2906
3nox,0.3816,0.3985,2.2065,-0.5942,0.0974,0.1085,0.5569,-0.8841,0.549,-0.1886,-0.351,0.3383,0.0323,-0.1231,0.3494,0.3415,-0.2888,-0.1678,-0.0038,-0.7009,-0.1812,-0.4243,0.1245
3nq3,-0.9445,0.5715,-2.6735,2.4716,-1.0355,1.3594,-0.6582,0.9943,0.4416,-1.2833,-0.6854,-0.8144,0.9132,-0.6573,0.2602,-1.2618,-1.6028,-0.6375,-0.7232,-0.7009,-1.3285,-1.276,-0.8112
3nw9,1.4018,1.0486,2.5465,-0.9591,0.8478,-1.5494,0.7883,0.4937,0.4664,0.6872,0.578,1.4223,0.072,0.6268,-0.7716,1.1775,1.8833,-0.4026,1.4351,0.3665,1.4307,1.3838,1.4254
3oe5,-0.2295,1.1904,0.4265,-0.6158,0.0488,-0.6451,0.3339,0.492,0.1486,0.6872,0.578,-0.8144,0.059,-0.6862,0.1525,0.7479,1.4274,-0.6375,0.7156,0.3665,0.7767,1.6104,0.9065
3ov1,-0.5864,0.5583,-1.2535,-0.0087,0.3606,-1.2028,0.7359,1.8743,-0.5755,1.3441,0.6646,-0.8144,-0.4152,0.1134,0.0813,-0.3325,0.4889,-0.1678,-0.0038,1.167,-0.043,1.7908,0.6038
3owj,0.0013,0.7439,-0.3835,-0.3577,-0.0765,-0.3135,0.2301,0.5342,0.937,-0.8454,-0.3686,-0.8144,-0.9016,1.1613,0.1962,0.358,-1.2542,-0.6375,-0.0038,-0.7009,-0.5312,-1.1267,-1.2286
3ozt,-0.2856,1.4059,-2.3235,-0.5584,0.1316,-1.0596,0.333,0.492,-0.2066,0.9062,0.8583,-0.8144,-0.4144,-1.214,0.4991,1.0675,1.4542,-0.6375,-0.0038,0.6333,0.7366,1.6359,0.768
3pe2,0.4916,0.7144,3.3065,-0.63,0.032,-1.2404,-0.3828,0.9359,0.5615,-0.4075,-0.3595,0.9146,0.0663,0.0846,0.0762,0.798,0.1134,-0.6375,-0.0038,-0.7009,0.0495,-1.0318,-0.3344
3pww,1.3021,0.5457,0.8665,-0.6237,2.1809,-1.5193,1.3979,-0.8046,0.3794,0.6872,0.6497,-0.2381,1.8002,1.547,1.4869,1.1676,1.5078,0.0671,-0.7232,0.0996,1.8734,0.5458,0.5095
3pxf,-1.7148,0.6381,-2.0235,-0.3358,-0.287,-0.0272,-0.2132,3.1064,0.9378,-0.8454,-0.6878,0.159,0.8008,0.0768,-0.4751,0.8157,-1.6832,-0.6375,-0.7232,-0.434,-1.1766,-1.276,-1.0617
3s8o,-0.2150,0.4019,0.3965,0.2683,0.6643,-1.2028,1.015,1.8743,-0.2149,1.3441,0.6646,-0.8144,0.3543,0.1134,0.4778,-0.3325,0.8106,-0.4026,-0.0038,1.167,0.088,1.8107,0.572
3su2,0.5787,0.4322,0.8965,-0.8502,2.0791,-1.6097,1.4709,-0.1644,0.9821,1.3441,0.241,1.7756,0.585,1.6177,2.339,0.2508,1.776,0.0671,0.7156,1.167,1.2127,-0.0499,0.043
3su3,0.0839,0.6243,2.6765,-0.7733,2.4597,-1.361,1.655,-0.1083,1.2135,1.3441,0.241,1.2679,1.9957,1.4294,2.6496,-0.1354,1.8564,0.0671,0.7156,1.167,1.2833,-0.1474,0.0889
3su5,-0.0360,0.5759,-0.8735,-0.7733,2.4597,-1.361,1.655,-0.1083,1.2135,1.3441,0.241,1.2679,1.9957,1.4294,2.6496,-0.1354,1.3469,0.0671,0.7156,1.167,1.1822,-0.1151,-0.0684
3u9q,-0.8384,0.4374,-2.0735,2.4716,-1.0355,1.3594,-0.6582,0.9943,0.4416,-1.2833,-0.6854,-0.8144,0.9132,-0.6573,0.2602,-1.2618,-1.3346,-0.6375,-0.7232,-0.7009,-1.1726,-0.3029,-0.8594
3udh,-2.0812,0.5731,-3.6035,-0.3728,-0.8648,0.7415,0.1748,-1.232,-0.1849,-1.0644,-0.6417,-0.8144,-0.172,-0.7071,-0.5695,-0.3325,-0.9324,-0.1678,-0.7232,-0.9677,-1.005,-0.2605,-0.662
3ueu,-0.8506,0.3663,-1.2135,2.6706,-0.8549,1.3594,-0.6109,0.9943,0.682,-1.2833,-0.6854,-0.8144,1.4262,-0.6573,0.5245,-1.2618,-1.8441,-0.6375,-0.7232,-0.7009,-1.1876,-1.276,-1.2555
3uex,-0.0505,0.3785,0.4665,3.0537,-0.2815,1.3594,-0.5255,0.9943,1.4031,-1.2833,-0.6854,-0.8144,2.9652,-0.6573,1.3174,-1.2618,-1.5759,-0.6375,-0.7232,-0.7009,-0.7477,-1.2282,-1.1878
3uo4,0.5237,1.0940,0.0665,-0.7591,0.2159,-1.3987,-0.4757,0.9359,1.0939,-0.4075,-0.0335,-0.2381,1.5304,0.3276,-0.169,1.7492,-0.1011,-0.1678,0.7156,-0.7009,0.1629,-0.0697,-0.1895
3uri,0.5111,1.6042,2.5465,-0.4395,3.2757,-2.6421,1.4814,0.9694,-1.5883,2.8767,2.846,0.3383,0.866,0.6616,3.3134,0.9923,1.0252,-0.4026,-0.7232,1.167,2.4234,0.2602,-0.1886
3utu,1.5324,1.1497,4.4665,-0.6358,1.6478,-1.9865,1.2287,0.3953,-0.0303,1.1251,-0.0497,0.159,0.5381,1.676,0.1851,1.6683,1.481,-0.4026,-0.0038,0.3665,1.2749,-0.7968,-0.2761
3vh9,-2.3093,0.6630,-0.2135,-0.0603,-1.0879,0.5757,-2.0053,0.5094,0.4611,-1.2833,-0.9796,-0.8144,-0.172,-0.6862,-0.7259,-0.1245,-0.8519,-0.6375,-0.0038,-0.9677,-1.1442,0.0827,-0.1303
3zso,-0.0122,1.4022,-1.3335,-0.7437,1.4224,-2.2201,1.1948,0.9342,0.8142,0.2493,1.104,-0.8144,1.0637,1.3836,-0.4785,2.819,0.7838,-0.6375,-0.7232,0.6333,0.5444,-0.0325,1.0673
3zsx,-1.3952,0.8098,-3.1735,-0.626,0.6778,-1.3309,0.7185,0.9342,0.3192,-0.1886,0.5225,-0.8144,1.3069,0.085,-0.1653,2.0785,-0.4497,-0.6375,-0.7232,0.0996,-0.0368,0.2859,-0.5556
4de1,0.1696,0.7612,-0.4935,-0.8125,-0.2079,-0.9164,0.2752,-1.4921,0.478,0.0304,-0.9673,-0.2256,-0.4152,0.5609,0.0847,0.4271,0.328,-0.6375,-0.0038,-0.9677,-0.2029,0.6488,0.1347
4de2,-0.7100,0.5231,-2.3335,-0.5469,-0.1059,-0.5471,0.4166,-1.2146,0.0985,-0.1886,-0.6669,-0.8144,0.0712,0.0693,-0.2043,0.5969,0.2475,-0.6375,0.7156,-0.9677,-0.1454,0.3593,-0.0711
4des,-0.3491,1.4918,-0.6035,-0.4064,-0.5203,-0.3135,0.0924,0.5313,0.7479,-0.8454,-0.3948,-0.8144,0.3144,-1.214,-0.141,0.5687,-0.7983,-0.6375,-0.7232,-0.434,-0.3419,-1.276,3.8989
4dew,-0.7287,1.4904,0.5465,-0.4169,-0.4526,-0.615,0.1283,0.5313,0.5665,-0.4075,0.2324,-0.8144,-0.9016,-0.4223,-0.141,0.1909,-0.7178,-0.6375,-0.7232,0.0996,-0.4522,-1.0902,3.518
4djr,3.3766,0.4967,5.0665,-0.5368,1.2748,-0.5471,1.1968,-0.1258,0.8831,0.4683,-0.0369,1.2898,1.1225,0.6348,0.906,0.5945,1.1056,-0.6375,-0.0038,0.3665,1.4386,0.483,1.0054
4djv,1.1256,0.8953,0.2665,-0.5248,0.2762,-0.9541,0.8479,0.4122,0.4125,-0.6265,-1.0024,-0.2478,1.5304,0.0637,-0.7467,1.5412,0.0866,-0.6375,-0.7232,-0.7009,0.1585,-0.9153,-0.3754
4g8m,0.5271,0.4193,1.4365,0.4489,-1.1911,0.9299,-0.5743,0.9908,-1.3313,-0.6265,0.2731,-0.8144,-0.9016,-0.6573,-0.0306,-1.2618,0.0598,1.0064,-0.0038,-0.1672,-0.9962,1.584,0.1411
4gid,1.4438,1.0977,4.3165,-0.0891,1.9497,-1.4514,1.2716,-0.7877,0.4793,0.6872,0.3238,0.159,2.082,1.1979,1.4226,1.889,2.5805,0.7716,-0.0038,0.3665,2.4282,0.8818,0.7975
4gqq,-2.4898,0.3642,-3.5635,0.2207,-0.9503,0.2743,-0.2851,0.4941,0.3791,-0.8454,-0.3752,-0.26,-0.6584,0.1204,-0.7931,-0.3322,-1.281,-0.6375,-0.7232,-0.1672,-1.4072,-0.6908,-0.7564
1c5z,-2.2927,0.1211,-2.4435,0.3726,-1.2488,0.7716,-2.0498,-1.7141,-0.3983,-1.2833,-1.2932,-0.8144,-0.172,-0.6862,-1.2831,-0.1436,-1.1737,-0.6375,-0.0038,-1.2346,-1.3742,-1.276,-0.6088
1eby,2.6667,0.5191,3.2465,-0.8835,1.6583,-1.572,1.3316,-0.7479,0.6113,0.4683,1.1947,-0.8144,3.476,0.2439,-0.4043,3.1812,1.2129,-0.6375,-0.7232,0.9002,2.2029,1.0484,0.084
1g2k,2.6962,0.8006,1.5065,-0.5974,1.6816,-1.4514,1.6899,0.3585,0.8571,0.4683,0.2415,-0.8144,2.26,0.8554,0.4103,2.8483,0.9983,-0.6375,-0.7232,0.6333,1.7009,0.841,0.0516
1gpn,1.2569,0.8476,0.0265,-0.3782,-0.2706,0.7415,0.048,-1.2239,0.1917,-1.0644,-0.6622,-0.8144,-0.4337,0.4416,1.0012,0.1548,-0.3961,0.7716,-0.0038,-0.9677,-0.145,-0.9296,-0.5181
1h22,1.6217,1.2957,2.6465,-0.7738,1.049,0.116,0.0786,-1.2267,0.7154,-0.4075,-0.0311,-0.8144,0.1244,1.5405,2.8495,0.8446,1.0788,-0.4026,-0.0038,-0.7009,1.145,-0.468,0.0363
1k1i,0.4410,0.9275,0.1265,-0.5391,1.0072,-1.0747,1.0697,0.9694,-0.3448,0.2493,-0.3846,0.159,0.8008,1.6684,-0.3091,1.1635,0.0062,-0.6375,-0.7232,0.0996,0.1774,-0.3317,-0.1823
1lpg,1.3565,1.4034,0.6365,-0.7911,1.5978,-1.9187,1.026,0.3266,1.0524,-0.1886,-0.3961,-0.8144,1.2872,1.6262,-0.1311,2.8225,2.0173,-0.6375,-0.7232,-0.7009,0.8923,-1.276,0.6789
1nc3,-0.4157,0.7659,-1.4535,-0.5051,-0.6729,0.3949,-1.5999,-0.712,-0.7255,0.2493,0.2895,0.3383,-0.9016,-1.214,-1.2831,-0.8868,0.4352,-0.6375,0.7156,-0.1672,-0.1165,1.2311,0.2573
1owh,-0.8135,0.5079,0.9465,-0.5376,0.0148,-0.6376,0.3929,-1.1452,-0.0448,-0.6265,-0.6166,-0.8144,0.0712,0.8399,-0.4725,1.1485,-0.4229,-0.1678,0.7156,-0.9677,-0.3556,-0.9378,-0.5115
1p1n,0.2906,0.1996,0.3465,0.8638,-0.9473,0.734,-0.3465,0.9941,-1.1749,-0.6265,0.2479,-0.8144,-0.4144,-0.6364,0.0355,-0.8835,-0.1011,0.0671,-0.7232,-0.1672,-0.6413,0.8136,0.0066
1pxn,1.3800,0.6183,0.6965,-0.6093,-0.3978,-0.2532,-1.7286,0.5344,0.9106,-0.4075,-0.3277,0.9146,-0.4453,0.4048,0.0214,0.0534,-0.7983,0.0671,-0.0038,-0.9677,-0.0747,-0.8984,-0.4913
1qf1,0.5077,0.8111,0.8665,0.8559,-0.1037,0.2366,0.5804,0.9696,0.1243,-0.4075,-0.0335,-0.8144,1.3597,-0.3934,0.0814,-0.1436,0.1671,-0.1678,-0.0038,-0.1672,0.1343,0.9511,0.302
1qkt,1.0210,0.7318,2.5865,-0.4281,-0.2728,0.9902,-1.2442,0.5343,0.9753,-1.2833,-0.666,-0.8144,-0.3826,2.4785,-0.0937,-0.3474,-1.6296,-0.1678,-0.7232,-0.7009,-0.3263,-0.8025,-0.9272
1s38,-2.1904,0.6261,-1.3035,-0.0106,-0.9083,0.3722,-0.1709,-0.9765,0.114,-0.8454,-0.9421,-0.2381,-0.4152,-0.4079,-1.0848,-0.1977,-0.5033,-0.6375,-0.7232,-0.9677,-0.9184,0.3832,-0.613
1syi,0.8505,0.5901,-1.0135,0.024,-0.6758,0.3346,-0.0092,0.9254,-1.2503,-0.1886,-0.3347,-0.26,-0.9016,-0.379,-0.3439,-0.2586,0.6229,1.0064,-0.0038,-0.1672,-0.4561,1.7604,0.2847
1y6r,2.1997,0.4880,3.6565,-0.389,-0.4523,0.7415,-1.4225,-0.8176,-0.5645,-0.1886,0.3162,0.3383,-0.9016,-0.9439,-0.3801,-0.698,0.3548,0.5367,0.7156,-0.7009,-0.0615,0.5241,-0.181
1ydr,-0.1949,0.3672,-0.9335,-0.3291,-0.2523,0.6285,0.6472,-1.2315,-0.0779,-0.6265,-0.9677,0.159,-0.4152,-0.387,0.0296,-0.1205,-0.8787,-0.6375,-0.0038,-0.7009,-0.2295,-1.1655,-0.4841
1z6e,2.2762,0.8813,3.2665,-0.929,0.8144,-1.7981,1.5633,-0.2638,0.7371,0.4683,-0.0381,0.811,-0.694,0.1055,0.1688,1.166,1.0788,-0.6375,-0.0038,-0.9677,0.9187,-0.4188,-0.3712
1z9g,-1.2598,0.2617,-0.8135,0.5465,-0.838,0.636,-0.1042,0.9882,-0.2034,-0.8454,-0.3595,-0.8144,0.3144,-0.6927,-0.3215,-0.1436,-1.0128,-0.1678,-0.7232,-0.434,-0.7978,-0.1838,-0.4611
2al5,0.1963,0.7806,1.9465,0.5279,-0.9495,0.2818,0.4086,0.9254,-1.358,-0.1886,-0.3347,-0.26,-0.9016,-1.214,-1.2831,-0.2357,0.6229,1.0064,-0.0038,-0.1672,-0.5599,1.7745,0.2316
2br1,0.8314,0.6741,-1.3135,-0.5965,0.2344,-0.939,-1.5727,0.4124,1.0889,-0.1886,0.1991,0.3383,-0.4152,0.6124,-0.4335,0.4461,-0.0475,-0.6375,-0.0038,-0.434,0.286,-1.276,-0.6968
2c3i,0.3955,0.8596,1.1465,-0.7604,-0.092,-0.2683,0.0151,-0.9867,0.9172,-0.6265,-0.9673,0.2841,-0.172,0.691,0.2273,0.2382,-1.1201,0.5367,-0.7232,-0.9677,-0.1742,-1.276,-0.9706
2cbv,-0.7588,0.4928,-0.9735,0.0156,-1.1157,1.6081,-1.7617,-0.7829,-1.216,-0.6265,0.2868,-0.8144,-0.9016,-1.214,-0.4043,-1.2618,-0.2888,1.711,-0.7232,-0.1672,-0.9397,1.8713,0.3711
2fxs,-0.9591,1.0515,-0.3935,-0.1671,-0.1912,-0.7506,0.3865,0.5228,0.6424,0.2493,0.8687,-0.26,-0.4347,-0.6927,0.1623,-0.1904,0.5961,-0.6375,-0.0038,0.9002,0.1135,-0.9752,0.3363
2j7h,-0.5691,0.3568,0.7365,0.5796,-1.2229,1.6081,-1.8685,-0.5822,-1.6389,-0.6265,-0.3524,-0.8144,-0.9016,-1.214,-1.2831,-1.2618,-0.4497,2.1807,-0.7232,-0.434,-1.224,1.1816,-0.0992
2p15,2.3274,1.1563,3.8465,-0.6192,0.5949,0.0482,0.8752,0.5343,1.9311,-1.2833,-0.666,-0.8144,0.8342,2.7489,0.1674,0.945,-0.6642,-0.6375,-0.7232,-0.7009,0.8739,-0.7529,-0.7823
2pog,0.5234,0.7302,3.0865,-0.5529,-0.3269,0.1311,-1.3464,0.5344,1.1312,-1.0644,-0.3752,-0.8144,0.0845,0.8987,-0.2021,0.408,-1.4687,0.0671,-0.7232,-0.434,-0.193,-0.3477,-0.6595
2qbq,0.5598,0.8921,0.9865,-0.2813,0.1984,0.2065,-0.2078,0.9536,0.9991,-0.4075,0.5391,-0.8144,0.6879,1.5605,0.4706,-0.2141,0.462,-0.6375,-0.0038,0.0996,0.2455,-0.3146,0.1303
2qe4,-0.4600,0.6713,1.5065,-0.5264,-0.1119,0.101,-1.2765,0.5344,1.1763,-0.8454,-0.0844,-0.8144,-0.1587,0.8987,0.4053,0.3931,-1.2273,-0.6375,-0.7232,-0.1672,-0.0728,-0.8314,-0.8606
2qnq,0.1487,0.9621,-0.3435,-0.5933,1.2277,-0.3211,1.2965,-1.2314,1.2157,-0.1886,-0.9677,1.1324,3.4371,0.3276,-0.3924,2.7996,0.328,-0.6375,-0.7232,-0.1672,1.4689,-0.0263,0.6136
2r9w,-1.2317,0.7134,-1.3535,-0.6872,0.1164,-1.2555,0.3621,0.9691,-0.0873,-0.1886,-0.0776,-0.8144,1.044,0.5486,-1.1509,1.3224,-0.2083,-0.6375,-0.7232,0.3665,-0.0892,0.0668,-0.1128
2vkm,1.9550,1.1793,2.2865,-0.4934,1.9909,-1.7906,1.24,0.4123,0.8022,0.4683,0.2886,0.159,2.0168,1.1691,0.5847,2.8184,2.6609,-0.1678,-0.0038,0.3665,2.2491,0.5911,0.8468
2w4x,-2.0387,0.6487,-1.6035,0.5545,-0.957,0.7566,-0.0278,-0.712,-1.0274,0.4683,0.578,-0.26,-0.9016,-1.214,-0.7486,-1.1085,-0.7983,0.3019,-0.7232,0.3665,-0.6382,0.2656,-0.3355
2wer,0.8297,0.2916,0.5965,-0.3765,-0.2674,0.0181,0.4121,0.5228,0.6926,-0.4075,-0.0844,-0.26,0.2961,-0.6504,0.3534,0.1885,-0.557,-0.6375,-0.7232,0.3665,-0.0218,-0.8895,-0.2031
2wn9,-0.5386,0.6355,2.0665,-0.3624,-0.2617,-0.2156,-1.5412,0.5329,0.93,-0.8454,-0.6888,-0.8144,-0.9016,0.906,0.7172,0.5904,-0.7983,-0.6375,-0.0038,-0.7009,-0.632,-0.6991,-0.7204
2wnc,-0.4326,0.6681,-0.1335,-0.7274,-0.2026,0.3949,0.407,-0.0075,0.3355,-0.8454,-0.3966,-0.26,-0.172,-0.9501,1.2976,-0.1395,-0.4229,-0.1678,-0.7232,-0.7009,-0.3263,-1.114,-0.8208
2wvt,-1.4923,0.4925,-0.3335,0.7852,-1.1455,1.578,-1.7654,-0.75,-1.5639,-0.4075,0.6004,-0.8144,-0.9016,-1.214,-1.2831,-1.2618,-0.4229,2.6504,-0.0038,0.0996,-1.026,0.6016,0.1886
2xii,1.9479,1.1456,0.7465,-0.7102,0.1758,-0.1854,0.6487,-0.7815,-0.4311,-0.1886,0.2991,-0.8144,0.5576,-0.1649,-0.5484,0.5819,0.6766,1.2413,0.7156,0.0996,0.1221,0.4678,0.2883
2xj7,-0.6245,0.4307,0.2065,0.0549,-0.8144,1.2389,-0.062,-0.7752,-1.2938,-0.4075,0.2739,-0.8144,-0.9016,-1.214,-0.3152,-1.2618,-0.3961,0.3019,-0.0038,-0.1672,-0.5296,0.3776,-0.27
2zb1,1.1160,0.9586,-0.1335,-0.7817,0.0638,-0.4642,0.323,-0.4129,1.145,-0.6265,-0.6961,-0.8144,-0.172,1.6839,0.7558,0.5922,-0.691,0.7716,-0.7232,-0.9677,0.2606,-0.5192,-0.7908
2zda,-0.2813,0.6384,1.9465,-0.4717,0.3418,-0.6451,0.8284,-1.1842,-0.5646,-0.1886,-0.3158,-0.8144,0.8008,0.3564,0.1791,0.9597,0.6497,-0.1678,0.7156,-0.7009,0.4204,-0.5781,0.0844
2zy1,0.4904,0.6762,0.9465,-0.2294,-0.1107,-0.1929,-0.1197,-0.0168,0.9668,-0.4075,-0.6765,0.7693,0.3144,0.6413,-0.5734,0.6119,-0.3156,-0.6375,-0.7232,0.0996,0.2314,-0.2552,-0.2178
3arp,1.1233,1.6055,0.6965,-0.7116,1.2257,-0.8034,-1.4623,-0.6654,1.7891,-0.8454,-0.591,-0.8144,0.8407,0.4131,2.1714,1.172,1.4274,1.711,-0.0038,-1.2346,0.8772,-1.276,-0.57
3arq,-0.1941,1.2243,-0.0535,-0.6987,0.6956,-0.615,0.7885,0.5223,-0.0432,0.4683,0.8935,-0.8144,0.0712,-0.6155,1.1971,0.537,0.8911,0.0671,-0.7232,1.167,0.335,-0.909,0.6251
3aru,-1.3340,0.6368,-3.2335,-0.0394,-0.3224,0.116,0.3065,-1.3832,-0.0773,-0.1886,-0.7185,0.3163,-0.9016,-0.3581,1.0011,-0.4135,-0.4497,-0.6375,-0.7232,-0.434,-0.7307,-1.107,-0.7225
3arv,-0.4004,0.6132,-0.8135,-0.865,-0.0191,-0.5622,-1.4776,-0.0581,1.0692,-0.6265,0.1707,-0.8144,-0.4152,0.3198,0.3607,0.0453,0.4084,-0.6375,-0.0038,-0.1672,-0.4406,-1.1975,-0.7397
3ary,-1.8500,0.8878,-0.4535,-0.5564,-0.7061,0.2743,-1.795,-0.0662,0.6387,-0.8454,-0.6961,-0.8144,-0.9016,0.3752,-0.7102,-0.3263,-0.1011,-0.1678,-0.7232,-1.2346,-0.9578,-1.276,0.106
3b1m,-0.0409,0.9335,2.0265,-0.7721,0.9895,-1.7001,0.9881,0.5275,1.2695,0.0304,0.2415,-0.8144,0.8334,0.6193,0.34,1.4792,-0.3692,-0.4026,-0.7232,0.6333,1.1028,-1.1928,-0.6464
3b27,-0.6851,0.5144,-1.2935,-0.2936,-0.9349,0.7566,-1.8983,-0.9944,0.6323,-0.8454,-0.9421,-0.2381,0.5251,-0.4161,-0.8166,-0.3494,-0.3692,-0.6375,-0.0038,-1.2346,-0.6551,-1.0044,-0.9139
3b5r,1.3939,0.6192,2.3165,-0.1848,-0.2876,-0.3738,0.7214,0.3378,1.1382,-0.6265,-0.3629,-0.3067,-0.4347,0.4048,-0.5194,0.558,-0.1011,-0.6375,0.7156,-0.434,0.6886,-0.471,-0.3371
3b65,0.8024,1.1876,2.8165,-0.2263,-0.331,-0.2156,0.3929,0.339,0.7269,-0.4075,-0.3629,-0.8144,-0.9016,1.9192,-0.6386,0.5196,-0.1279,-0.6375,1.4351,-0.434,0.3893,-0.7894,-0.4994
3bgz,-0.0320,1.0532,-0.1935,-0.4744,-0.035,-0.7506,-0.2051,0.935,1.0542,-1.0644,-0.3799,-0.8144,2.26,-0.7281,-0.487,1.3673,-0.9056,-0.6375,-0.7232,-0.7009,-0.1162,-1.0727,-0.7687
3bv9,0.6154,1.4008,-1.0935,-0.5472,1.8457,-1.6022,1.4979,-0.9919,-0.956,1.3441,0.6621,-0.8144,0.8081,1.5409,1.7188,0.2236,0.4352,-0.6375,0.7156,0.0996,1.0478,-0.5138,-0.4914
3cj4,-1.3480,0.5669,0.0565,0.0111,-0.2413,0.3346,0.7028,0.9941,0.4905,-0.4075,-0.0587,-0.8144,0.2911,0.6492,1.3433,-0.3815,-0.7983,-0.6375,-0.7232,-0.1672,-0.6088,-0.3873,-0.5401
3coz,0.1465,1.2942,-0.8835,-0.5895,0.1974,-0.0724,0.3428,-0.779,-1.1621,1.3441,0.3266,1.4599,-0.35,-1.214,-0.5364,-0.8678,0.5693,0.3019,3.5934,0.6333,0.8567,0.7888,-0.0646
3d6q,-1.2864,0.3710,-2.6935,-0.4015,-0.2417,0.6435,0.1394,-0.7807,-0.9918,0.0304,-0.0749,-0.26,-0.9016,-0.379,-0.2977,-0.2287,-0.557,0.0671,-0.0038,0.0996,-0.7729,-0.7116,-0.7114
3dx1,0.1312,0.5896,-2.8735,0.4707,-1.3093,1.6383,-1.9381,-0.7501,-1.0354,-0.8454,-0.0017,-0.8144,-0.9016,-1.214,-0.8437,-1.2618,-0.3961,3.3549,-0.0038,-0.434,-1.2334,1.9831,0.6244
