%Gaussian process regression with a Gaussian likelihood
%model: gpr, kernel: sum
Optimization success: True in 146 iterations, b'CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH'
%.kernel.kernels[0].variance: 1.665851165807231
%.kernel.kernels[0].lengthscales: [  0.46952842   0.52620157   0.71597554   2.42122785   0.50290625   0.96797522   2.20986589   0.9035108    0.68087373   0.83719837   1.4625784  379.64169123   1.90699438   0.61293969   0.5838824 ]
%.kernel.kernels[1].variance: 0.04033735634674036
%.likelihood.variance: 0.904616135180554
%loglikelihood: -6638.540078332004
%RMSE:1.574
%Pearson_correlation_coefficient:0.727,P-value:0.000
%Spearman_correlation_coefficient:0.724,P-value:0.000
%%%%%%PREDICTIONS%%%%%
name,f_pred_mean,f_pred_var,y_true,vina_gauss2,BertzCT,MolLogP,PEOE_VSA7,BalabanJ,SMR_VSA7,as_flex_all,vina_hydrogen,MaxAbsEStateIndex,HallKierAlpha,MaxAbsPartialCharge,vina_repulsion,PEOE_VSA8,PEOE_VSA1,lig_OA
2xj7,-0.9207,0.5909,0.2065,-0.5296,-0.8144,-1.2938,-1.214,0.0549,-1.2618,-0.3961,0.3776,-0.062,1.2389,-0.7752,-0.27,-0.3152,0.2739,-0.1672
2zb1,1.5549,0.6995,-0.1335,0.2606,0.0638,1.145,1.6839,-0.7817,0.5922,-0.691,-0.5192,0.323,-0.4642,-0.4129,-0.7908,0.7558,-0.6961,-0.9677
2zda,0.2789,0.7955,1.9465,0.4204,0.3418,-0.5646,0.3564,-0.4717,0.9597,0.6497,-0.5781,0.8284,-0.6451,-1.1842,0.0844,0.1791,-0.3158,-0.7009
2zy1,0.4540,1.1344,0.9465,0.2314,-0.1107,0.9668,0.6413,-0.2294,0.6119,-0.3156,-0.2552,-0.1197,-0.1929,-0.0168,-0.2178,-0.5734,-0.6765,0.0996
3arp,1.3467,1.6017,0.6965,0.8772,1.2257,1.7891,0.4131,-0.7116,1.172,1.4274,-1.276,-1.4623,-0.8034,-0.6654,-0.57,2.1714,-0.591,-1.2346
3arq,-0.0644,1.2056,-0.0535,0.335,0.6956,-0.0432,-0.6155,-0.6987,0.537,0.8911,-0.909,0.7885,-0.615,0.5223,0.6251,1.1971,0.8935,1.167
3aru,-1.1673,0.8684,-3.2335,-0.7307,-0.3224,-0.0773,-0.3581,-0.0394,-0.4135,-0.4497,-1.107,0.3065,0.116,-1.3832,-0.7225,1.0011,-0.7185,-0.434
3arv,-0.2753,0.9267,-0.8135,-0.4406,-0.0191,1.0692,0.3198,-0.865,0.0453,0.4084,-1.1975,-1.4776,-0.5622,-0.0581,-0.7397,0.3607,0.1707,-0.1672
3ary,-1.9979,0.8531,-0.4535,-0.9578,-0.7061,0.6387,0.3752,-0.5564,-0.3263,-0.1011,-1.276,-1.795,0.2743,-0.0662,0.106,-0.7102,-0.6961,-1.2346
3b1m,0.1497,1.4515,2.0265,1.1028,0.9895,1.2695,0.6193,-0.7721,1.4792,-0.3692,-1.1928,0.9881,-1.7001,0.5275,-0.6464,0.34,0.2415,0.6333
3b27,-0.1717,0.5226,-1.2935,-0.6551,-0.9349,0.6323,-0.4161,-0.2936,-0.3494,-0.3692,-1.0044,-1.8983,0.7566,-0.9944,-0.9139,-0.8166,-0.9421,-1.2346
3b5r,1.8520,0.8683,2.3165,0.6886,-0.2876,1.1382,0.4048,-0.1848,0.558,-0.1011,-0.471,0.7214,-0.3738,0.3378,-0.3371,-0.5194,-0.3629,-0.434
3b65,1.7214,0.8958,2.8165,0.3893,-0.331,0.7269,1.9192,-0.2263,0.5196,-0.1279,-0.7894,0.3929,-0.2156,0.339,-0.4994,-0.6386,-0.3629,-0.434
3bgz,0.3497,0.9242,-0.1935,-0.1162,-0.035,1.0542,-0.7281,-0.4744,1.3673,-0.9056,-1.0727,-0.2051,-0.7506,0.935,-0.7687,-0.487,-0.3799,-0.7009
3bv9,1.0186,1.6685,-1.0935,1.0478,1.8457,-0.956,1.5409,-0.5472,0.2236,0.4352,-0.5138,1.4979,-1.6022,-0.9919,-0.4914,1.7188,0.6621,0.0996
3cj4,-0.7325,1.1467,0.0565,-0.6088,-0.2413,0.4905,0.6492,0.0111,-0.3815,-0.7983,-0.3873,0.7028,0.3346,0.9941,-0.5401,1.3433,-0.0587,-0.1672
3coz,-0.0369,1.1174,-0.8835,0.8567,0.1974,-1.1621,-1.214,-0.5895,-0.8678,0.5693,0.7888,0.3428,-0.0724,-0.779,-0.0646,-0.5364,0.3266,0.6333
3d6q,-1.6333,0.4663,-2.6935,-0.7729,-0.2417,-0.9918,-0.379,-0.4015,-0.2287,-0.557,-0.7116,0.1394,0.6435,-0.7807,-0.7114,-0.2977,-0.0749,0.0996
3dx1,0.7134,0.5850,-2.8735,-1.2334,-1.3093,-1.0354,-1.214,0.4707,-1.2618,-0.3961,1.9831,-1.9381,1.6383,-0.7501,0.6244,-0.8437,-0.0017,-0.434
3dx2,-0.0845,1.4874,0.3665,-0.8459,-1.1372,-1.2335,-1.214,0.6715,-1.2618,-0.0743,2.3833,0.0027,1.7513,-0.764,1.0054,-0.2661,-0.0017,-0.1672
3e5a,1.2118,0.7371,1.7765,0.4577,0.5964,0.506,1.2112,-0.9199,0.0493,0.2207,-0.6061,0.2321,-0.5848,-1.2141,0.1227,0.6224,-0.0402,-0.9677
3e92,1.0498,0.8335,1.5465,0.2821,0.0879,1.1638,1.9687,-0.6803,0.5772,-0.0206,-0.011,0.3974,-0.4642,-0.4129,-0.6785,0.7327,-0.6961,-0.9677
3f3d,-1.3249,0.4281,0.7065,-1.2808,-1.3523,-0.7221,-0.6948,1.8317,-1.2618,-0.8519,0.3796,-0.6739,1.5931,0.9259,-0.5626,-0.5133,-0.3347,-0.7009
3fur,0.5327,1.4633,1.5465,0.4479,0.2431,2.156,0.6333,-0.8456,1.4478,-0.0206,-0.8531,0.3371,0.0859,-0.0691,-0.8211,-0.7813,-1.0024,-0.434
3fv2,1.4603,0.8935,1.6565,0.016,-0.7517,-1.9437,-1.214,-0.0246,-1.2618,0.6497,2.3163,-0.0852,0.8093,0.9596,0.3229,-0.4043,1.4818,0.9002
3g31,-2.0395,1.6051,-3.5635,-1.6096,-0.8372,-0.3968,0.4351,-0.4586,-1.2618,-2.0586,-1.276,0.2482,0.7114,0.9694,-1.1232,-0.424,-0.6854,-0.1672
3gc5,0.6477,1.4216,0.8065,-0.2276,-0.3047,-0.3808,-0.9501,-0.313,-0.5754,0.9447,1.2318,0.163,-0.208,-0.9765,0.3388,-0.041,0.0401,-0.9677
3gr2,-2.3882,1.1556,-3.9335,-1.3447,-1.0311,-0.1526,-0.181,-0.3254,-1.2618,-1.3882,-0.9626,-0.0016,0.4099,-2.0401,-0.811,-0.413,-1.2932,-0.9677
3gv9,-2.6686,0.4437,-4.3335,-1.2744,-1.2296,-0.1152,-0.7162,0.0869,-0.7531,-1.3078,-0.2935,-0.4967,0.734,0.9254,-0.579,-0.7545,-0.3595,-0.434
3jvr,-0.7110,1.2037,-0.7335,-0.907,-0.3266,1.459,0.4048,-0.6586,0.5563,-0.5838,-0.6809,0.1017,0.0708,-0.2265,-0.9553,-0.8107,-0.6969,-0.7009
3jya,-0.7902,0.7656,0.4365,-0.8054,-0.7799,0.9245,-0.6862,-0.3208,-0.0495,-1.4687,-1.276,-0.2346,0.9299,-1.6018,-1.2312,-1.0234,-0.9877,-0.9677
3kr8,0.6269,0.9610,1.6465,0.1774,-0.5455,0.8631,-0.1587,-0.4643,0.343,0.1939,-0.4107,0.2777,0.4325,-0.4686,-0.6638,-0.0752,-0.9877,-0.9677
3n76,-0.0444,1.2521,0.3965,0.3848,-0.4907,-0.3972,0.0858,-0.1416,0.4242,0.4889,1.2031,-0.2317,0.1386,0.9558,0.2829,-0.8437,0.5462,0.3665
3nq9,-1.6572,1.1997,-2.4235,-1.7021,-1.2091,0.2012,-0.6573,2.2077,-1.2618,-1.9245,-1.276,-0.7244,1.3594,0.9943,-1.1106,-0.0041,-0.6854,-0.7009
3nx7,1.6703,0.4415,1.6465,-0.2426,-0.6345,-0.3883,-0.1584,0.6434,-0.5064,-0.3961,0.3122,0.3753,0.4928,0.4124,-0.0874,-0.8377,-0.6888,0.3665
3o9i,3.9481,0.6291,5.3665,1.7149,1.4552,1.152,0.6348,-0.7208,0.5945,1.1861,0.418,1.2993,-0.208,-0.1704,0.0068,0.6649,0.2187,0.6333
3oe4,0.3897,1.5514,1.0165,0.961,0.2916,-0.2134,-1.214,-0.8173,0.5713,1.5883,1.5214,0.3551,-1.361,0.492,1.0781,-0.6786,0.578,0.3665
3ozs,0.1453,1.5179,-1.1235,0.9781,0.0681,0.118,-1.214,-0.5807,0.5522,1.5615,1.3575,0.3858,-1.0219,0.492,0.6117,-0.381,0.8583,0.3665
3p5o,1.0400,0.2653,0.8065,0.0469,0.292,0.9897,0.704,-0.5432,0.9291,-0.3424,-1.0586,0.4734,-0.6451,0.4121,-0.842,0.4694,-0.6765,-0.7009
3prs,3.2027,0.4817,1.3665,1.8721,2.0134,1.6827,0.3644,-0.4995,1.9934,0.8911,0.5604,1.4142,-1.5042,-0.1651,0.2207,1.703,0.5898,0.0996
3pyy,0.1619,0.6781,0.4065,-0.2196,-0.1855,0.6517,0.3694,-0.6347,0.9866,-0.3692,-0.9274,0.711,-0.8636,-1.4926,-0.6752,-0.4491,-0.9673,-0.7009
3qgy,1.3270,0.7551,1.3465,0.4082,0.2724,0.5724,1.2048,-0.8234,0.4165,0.0598,-0.8716,0.5116,-0.9164,-0.9521,0.2582,1.9456,-0.3405,-0.7009
3qqs,-1.3507,0.5461,-0.6335,-0.4324,-0.7728,-0.0883,-0.6862,-0.1115,0.5969,-0.5838,-0.0858,-0.4499,-0.3663,0.935,-0.3364,-0.1984,0.2483,-0.1672
3r88,-2.1089,0.6931,-1.6335,-1.0984,-1.0838,-0.2447,-0.9501,0.4364,-0.7102,-1.1469,-0.812,-0.5656,0.3195,0.935,-1.0038,-0.4494,0.2473,-0.1672
3rlr,1.1009,0.5717,1.0665,-0.0111,-0.3228,1.2278,-0.0877,-0.3677,-0.0362,-0.0475,-0.9584,-1.1533,0.0331,0.3951,-0.6123,-0.3439,-0.6969,-0.9677
3rr4,-0.6747,1.0207,-1.9035,-0.4592,-0.5014,0.1353,-0.6862,-0.4802,-0.5605,0.757,0.5044,0.0322,-0.1779,-1.09,0.4155,-0.214,-0.3358,-0.9677
3rsx,-1.2864,0.7758,-2.0435,-1.021,-0.6689,0.9556,1.0593,-0.4414,0.2062,-1.1201,-0.5706,-1.7258,0.3496,-0.8197,-0.9325,-1.0234,-0.9421,-1.2346
3ryj,0.4730,0.4219,1.3465,-0.631,-0.8721,0.0562,-0.1584,0.3583,-0.3325,-0.5033,-0.5056,0.0504,0.5456,-0.5844,-0.4902,-1.0149,-0.9673,-0.434
3syr,0.6102,1.4142,-1.3535,-0.0866,-0.6613,-1.1694,-1.214,0.0014,-0.2357,0.462,1.6376,0.7052,0.5606,-0.712,0.1055,-1.2831,0.252,0.6333
3tsk,1.5158,0.9438,0.7165,1.0898,0.9883,0.2531,1.3691,-0.4856,0.9682,0.5961,-0.5635,0.7371,-1.6398,0.9943,0.4255,0.6472,0.6687,0.3665
3twp,-1.5410,0.2725,-2.5335,-1.481,-1.3095,-0.212,-0.6862,0.3302,-0.3325,-1.7636,-0.9218,-0.7986,0.6209,0.9343,-1.1273,-1.0149,-0.3718,-0.434
3u5j,-0.5134,0.6116,-0.8435,-0.5686,-0.2958,0.9663,-0.1231,-0.5896,1.118,-1.0396,-1.276,-1.6484,-0.095,-1.9389,-1.0295,-0.3063,-1.2932,-1.2346
3u8k,1.5190,0.6780,2.2065,-0.6353,-0.7221,-0.0585,-0.9148,-0.0997,-0.6871,-0.691,-0.7116,-1.7598,0.7867,0.3625,-0.7462,0.0912,-0.3761,-0.9677
3u8n,1.4707,0.9886,3.7165,-0.4304,-0.7163,0.1764,-0.219,-0.0997,-0.7361,-0.2352,-0.718,-1.7269,1.1484,0.3491,-0.2451,0.0912,-0.3761,-0.9677
3uev,-0.6185,0.4584,-0.5635,-1.0884,-0.6686,0.9223,-0.6573,2.8261,-1.2618,-1.5223,-1.276,-0.5753,1.3594,0.9943,-1.0545,0.7888,-0.6854,-0.7009
3uew,-0.0779,0.3443,-0.1435,-1.0024,-0.4772,1.1627,-0.6573,2.9511,-1.2618,-1.5223,-1.0225,-0.5476,1.3594,0.9943,-1.1223,1.0531,-0.6854,-0.7009
3ui7,1.0671,0.8092,2.5465,-0.3768,0.0403,0.2181,0.1553,-0.4787,-0.3583,-0.8519,-0.9729,-1.3865,0.116,0.412,-0.786,-0.0843,-0.4113,-0.7009
3up2,0.7592,0.9705,0.9465,0.245,-0.1923,0.8572,0.3485,-0.6006,0.8048,0.6497,-0.3915,0.2244,-1.1199,1.2394,-0.0101,-0.7113,0.2573,-0.434
3uuo,0.1528,1.0771,1.5065,-0.6058,-0.0345,0.2083,0.1553,-0.4704,-0.5322,-1.2273,-1.1185,-1.5443,-0.0046,0.412,-1.1082,-0.6269,-0.3761,-0.9677
3wtj,1.1128,0.4259,0.0765,-0.5992,-0.9282,0.5167,-0.7071,-0.2836,-0.3562,-0.4765,-1.276,-1.5697,0.8169,-1.2375,-0.6321,0.048,-0.9924,-1.2346
3wz8,0.7158,0.8962,-0.6335,0.6647,0.6214,1.6459,-0.2002,-0.7751,2.0864,0.8643,-0.384,0.752,-1.1802,-0.8105,-0.3605,0.7154,-0.3154,-0.7009
3zdg,-1.1176,1.3293,0.6465,-0.9789,-1.0094,-0.2576,-0.9148,2.6155,-1.2618,-0.9056,-1.0197,-0.1258,1.1786,-0.1061,-0.696,0.4236,-0.4013,-0.7009
3zt2,-1.2023,0.5951,-3.6135,-0.3095,-0.3456,0.3084,0.0432,-0.6729,0.567,-0.5301,-0.1875,0.2016,-0.5622,0.9341,-0.737,-0.575,-0.1039,0.0996
4abg,-0.4583,0.8941,-2.8835,-1.0848,-0.6914,-0.5178,-0.6862,-0.0181,-0.3325,-1.0664,-0.3823,-1.7385,0.96,-1.0753,-0.7411,-0.7407,-0.3414,-1.2346
4agn,0.3792,1.5265,-2.4835,-0.4368,-0.0881,-0.1945,0.899,0.1505,-0.4247,-0.3692,-0.9826,-1.421,1.1484,0.5165,-0.3629,0.2603,-0.0653,-0.7009
4agp,0.0200,1.3265,-1.7635,-0.2537,0.4584,0.4484,1.4268,-0.4102,0.5196,-0.4497,-1.276,-1.3671,0.4401,0.5165,-0.8442,0.2603,-0.0881,-0.7009
4agq,0.2935,1.3846,-1.4435,-0.1817,0.4941,0.4586,1.4268,-0.3952,0.5196,-0.1547,-1.1542,-1.3609,0.4401,0.5165,-0.8089,0.5345,-0.0529,-0.9677
4bkt,-1.6578,1.0447,-2.8335,-1.0332,-0.6643,-0.3729,-0.9148,-0.2179,-0.7149,-0.7447,-0.4197,0.3287,0.3346,-0.738,-0.7059,0.6257,-0.0752,-0.434
4cig,-0.8549,1.0379,-2.7835,0.1593,1.0328,0.592,0.819,-0.5889,2.0629,0.0062,0.1037,0.8945,-1.5268,0.9342,-0.5594,0.1029,0.5225,0.0996
4ciw,-1.6699,0.8988,-1.6335,-0.5322,-1.0534,-1.0913,-0.428,0.7302,-0.8985,-0.1547,1.5267,-0.3641,1.0429,0.9558,0.0164,-0.3954,0.569,0.3665
4cr9,-1.7959,0.5246,-2.3535,-1.033,-0.9201,0.3894,0.3838,-0.0101,-0.3325,-0.6642,-1.0385,-1.8574,0.425,-0.656,-1.0841,-0.551,-0.591,-1.2346
4cra,1.6946,0.7183,0.7665,0.99,1.1813,0.7942,0.8554,-0.8545,2.2276,0.9715,0.1395,0.9224,-2.1447,0.5244,-0.1011,0.5483,0.3289,-0.1672
4crc,1.4898,1.3625,2.2665,1.1449,0.9298,0.7491,1.8237,-0.9182,1.8956,1.7492,-0.1584,0.8159,-2.1824,-1.2913,0.0982,0.5007,-0.6413,-0.7009
4ddh,-2.4212,0.6385,-3.1535,-0.6045,-0.8977,0.0894,-0.6862,-0.1938,-0.3263,-0.7178,-0.5329,-0.6367,0.2743,0.9903,-0.6644,0.2632,-0.1235,-0.434
4ddk,-3.6213,0.5359,-4.1635,-0.8898,-1.2119,-0.2049,-0.4223,-0.3002,-0.5213,-1.0933,-0.99,-0.742,0.4702,0.9359,-0.7136,-1.0149,-0.1039,-0.1672
4de3,-1.3271,0.9049,-0.9335,-0.3841,-0.5078,0.7511,0.3332,-0.6236,0.5628,-0.1011,0.5243,0.1705,-0.1553,-1.4921,-0.1886,-0.2569,-0.9673,-0.9677
4dld,-0.3712,0.7764,-0.6335,-0.0925,-0.6859,-0.8042,0.0925,0.8676,-0.0632,0.6229,1.3303,-0.3929,0.1085,0.9942,0.7875,-0.0003,0.2731,-0.1672
4dli,0.1607,0.4304,-0.8335,-0.2227,-0.2785,0.9272,0.1344,-0.6627,0.2491,-0.2888,-1.0513,-1.6787,-0.2156,-0.6565,-0.647,0.0734,-0.6162,-1.2346
4e5w,1.1141,1.0262,1.2065,0.5348,0.4788,0.3352,0.2051,-0.8227,-0.49,0.2743,-0.775,0.9685,-0.0573,-1.203,-0.5934,1.9945,-0.1062,-0.9677
4e6q,0.2022,0.9741,1.9065,0.1233,0.2539,0.5819,-0.9501,-0.8131,0.6282,-0.9324,-0.9978,-1.328,-0.2457,-1.2095,-0.6661,0.7112,-0.407,-1.2346
4ea2,0.5693,1.5209,-0.0135,0.1174,0.18,0.6738,2.4113,-0.4134,-0.5351,-1.2005,-1.1366,-1.3181,1.3067,-1.2275,-1.0909,1.0693,-0.6422,-1.2346
4eky,1.1093,1.2514,-2.9335,0.4277,-0.2429,-0.8575,-0.9357,-0.0014,-0.2437,1.0788,1.684,0.2375,0.2818,-0.712,1.0201,-0.2157,0.252,0.6333
4eo8,0.7493,1.2496,1.6965,-0.3797,0.0471,0.3957,1.3184,0.1897,-0.7681,-0.986,-0.5389,0.9473,0.3722,0.9253,-0.7217,0.7158,-0.6854,-0.434
4eor,2.1407,0.4465,-0.1535,0.225,0.2439,0.6961,0.6557,-0.79,-0.3093,-0.2083,-0.458,-0.0599,-0.2909,0.1825,-0.7259,-0.282,-0.371,-0.434
4f09,1.0565,0.4881,0.2465,-0.4519,-0.2931,0.2081,-0.6509,-0.5319,-0.505,-0.9056,-1.0368,-1.4281,0.3421,-1.229,-0.9078,0.6412,-0.3818,-1.2346
4f2w,3.0344,0.2059,4.8465,-0.093,-0.3795,-0.359,-0.9439,-0.4421,-0.698,-0.0475,-0.2768,-1.5048,0.7716,-0.787,-0.4677,-0.0299,-0.0226,-0.9677
4f3c,3.4275,0.2823,5.3665,0.1633,-0.0801,0.0016,-0.6865,-0.4925,-0.698,0.462,-0.1871,-1.4459,0.7716,-0.787,-0.2033,0.3666,-0.0226,-0.9677
4f9w,0.3583,0.5406,0.4865,-0.0201,0.0728,1.2265,0.5551,-0.5849,1.0127,-0.2888,-1.276,-1.5208,-0.7054,-1.0643,-0.716,0.9175,-0.9924,-1.2346
4gfm,-0.3013,0.3870,0.7665,-0.4049,-0.8475,0.6669,-0.4219,-0.3447,0.1599,-0.262,-1.0803,0.0286,0.5154,-1.4587,-0.7393,-0.5779,-0.9673,-0.7009
4gkm,-1.5684,0.6428,-1.2835,-0.4917,-0.5996,0.0067,-0.1231,-0.0804,0.5819,-0.6374,0.0521,-0.3561,-0.3663,0.935,-0.1869,-0.0001,0.2483,-0.1672
4gr0,2.7891,1.2086,3.0965,1.8231,1.3896,1.4383,1.4539,-0.6574,1.6703,1.776,-0.0606,0.984,-1.1952,-0.9917,0.9141,0.7682,-0.0125,0.0996
4hge,1.1383,0.7020,1.4665,0.2225,-0.0871,0.8273,0.1408,-0.7734,0.9591,-0.4497,-1.0387,0.3647,-0.6451,-1.6632,-0.7724,0.0437,-0.9673,-0.9677
4ih5,-1.2181,0.8088,-2.3435,-0.601,-0.692,0.4154,-0.6862,-0.6498,0.0725,-0.9592,-0.9647,-1.8274,-0.2231,-1.7356,-0.647,-0.9855,-1.2932,-1.2346
4ih7,0.5061,0.7251,-1.2135,-0.7217,-0.6443,0.8599,-0.2272,0.0575,0.2198,-0.8787,-1.0097,0.0293,0.4777,-2.0416,-1.054,-0.3239,-1.2932,-0.9677
4ivb,1.3105,0.4685,2.2665,0.0754,-0.067,0.8556,0.4625,-0.4918,-0.505,-0.3424,-0.7294,-1.189,-0.0422,-0.8003,-0.7984,0.6413,-0.3937,-0.9677
4ivc,1.0638,0.5821,3.5465,0.1659,0.0353,0.9758,0.7199,-0.4971,-0.505,-0.2083,-0.791,-1.2703,-0.0422,-0.8003,-0.5857,0.7966,-0.3937,-0.9677
4ivd,0.9464,0.8429,3.0665,0.2716,0.1383,1.096,0.9983,-0.5106,-0.505,-0.1815,-0.755,-1.2778,-0.0422,-0.8003,-0.5342,0.9287,-0.3937,-0.9677
4j21,0.5097,0.7088,0.9565,-0.0507,-0.3575,1.0153,0.3629,-0.3491,0.7148,0.033,-0.5106,-0.0578,0.0557,-0.6563,-0.7623,0.2744,-0.6366,-0.9677
4j28,-0.1527,0.9425,-0.7535,-0.9925,-0.5767,-0.3551,-0.387,-0.4029,-0.3243,-0.5838,0.0375,-1.5473,0.6812,-0.8171,-0.3676,-1.0848,-0.0349,-0.7009
4j3l,1.7674,0.5906,1.3465,0.3305,0.0673,0.9518,0.3629,-0.528,0.8887,0.3816,-0.3983,0.2474,-0.2231,-0.8287,-0.4564,1.163,-0.371,-0.434
4jfs,-0.6639,1.2687,-1.1835,-0.8535,-0.6725,-0.3293,0.1408,0.0875,-0.3325,-0.8519,0.0617,-1.4648,0.9299,0.4124,-0.5123,-0.8166,-0.0749,-0.434
4jia,1.2967,1.0680,2.7665,0.2106,0.6431,0.4494,1.6477,-0.9226,0.8157,-0.1815,-0.9932,-1.5346,-0.939,0.4124,-1.0278,-0.1753,-0.0753,-0.9677
4jsz,-1.2430,0.3857,-4.1535,-1.5088,-1.1979,-0.0338,-0.6862,0.3968,-0.3175,-1.4955,-1.1017,-0.4353,1.1032,-2.412,-1.0964,-1.2831,-1.2932,-0.7009
4jxs,-1.1054,1.0573,-1.7135,-0.4528,-0.5306,-0.4591,-0.2302,-0.2525,0.3502,-0.3156,0.9444,0.1017,0.0783,0.9359,0.4483,-0.8377,-0.0776,0.3665
4k18,1.0497,1.0550,2.5065,0.408,0.1501,0.8765,0.6124,-0.7681,1.5124,-0.2888,-1.276,0.6215,-1.4439,0.3729,-0.6359,-0.2783,-0.6537,-0.7009
4k77,-0.2086,0.5128,0.1765,-0.4033,-0.502,0.4988,-0.3934,-0.4567,-0.3594,-0.7447,-0.775,-0.0576,0.3195,-1.0045,-0.6321,0.225,-0.6617,-0.9677
4kz6,0.2649,0.6976,-3.3535,-1.0248,-0.9531,-0.1904,0.1694,0.7042,-1.2618,-1.3882,-0.1219,0.1854,1.2238,0.9694,-0.5985,0.1733,-0.3846,-0.434
4kzq,0.3081,0.4342,-0.3535,-0.199,-0.5397,0.8386,0.3694,-0.4268,0.7575,-0.1547,-0.8184,0.0349,-0.1628,0.5344,-0.84,-0.7236,-0.7085,-0.7009
4kzu,0.0503,0.9702,0.0465,-0.1824,-0.5547,1.1642,-0.1584,-0.4104,0.8973,-0.1011,-0.7919,0.0305,0.3496,-0.0337,-0.8063,-0.508,-1.0221,-0.9677
4llx,-3.5101,0.4122,-3.5635,-1.5313,-1.3276,0.0714,-0.3516,0.2599,-0.717,-1.4419,-1.084,-2.0758,0.9148,-0.993,-1.1096,-0.3376,-0.9421,-1.2346
4lzs,-0.2790,1.0377,-1.6535,-0.9358,-0.8497,0.3093,-0.0942,0.747,-0.5581,-0.9592,-0.6868,0.0411,0.5682,-1.1449,-0.9178,0.521,-0.6617,-0.7009
4m0y,-0.3653,0.8716,0.0065,-0.5299,-0.3265,0.3609,-0.7149,-0.4186,0.4312,-0.6642,-0.2585,-0.0613,-0.7657,-1.0328,-0.5734,-1.0234,-0.265,-0.7009
4m0z,-0.4757,0.5141,-1.2635,0.2296,-0.2028,0.3635,-0.1871,-0.4036,0.2423,0.328,0.3527,-0.0182,-0.9164,0.4122,-0.0562,-1.0234,0.0257,-0.434
4mgd,0.6371,1.1333,-1.7635,-0.3955,-0.8372,1.2805,0.3276,-0.0236,0.5969,-1.6028,-0.5453,-1.5107,0.9374,0.5344,-0.862,-1.217,-0.666,-0.7009
4mme,-0.0104,1.0894,0.0465,-0.0998,-0.4277,0.4515,-0.4223,-0.5553,0.9278,-0.5838,-0.6643,-1.6727,0.3722,-1.2346,-0.4034,-0.5046,-0.9796,-0.9677
4ogj,0.4654,1.1773,0.3365,-0.0594,1.0835,0.9128,1.8303,-0.7847,0.616,-0.557,-0.9491,0.6619,-0.6602,0.3139,-0.8152,1.7697,-0.0502,-0.434
4owm,-2.4533,0.6346,-3.4935,-1.4823,-1.2755,-0.2072,-0.9501,0.3707,-0.3395,-1.6564,-1.0874,0.3422,0.5682,0.935,-1.1362,-1.0149,-0.3343,-0.7009
4pcs,-0.1681,1.0971,1.3965,-1.064,-0.7429,-0.4159,-0.1284,-0.1429,-0.1436,-0.9324,0.2904,-1.6839,0.749,-0.8174,-0.6387,-0.8166,-0.3405,-0.7009
4qac,0.5338,0.6422,2.9465,0.0897,-0.3098,1.0898,0.1279,-0.4266,-0.1436,-0.0743,-0.7219,0.3961,0.0181,-0.4686,-0.5266,0.6957,-0.6413,-1.2346
4qd6,-0.2488,1.2293,2.1865,-0.4158,0.9007,1.3309,0.934,-0.824,1.1934,-0.262,-0.6245,0.8118,-1.0219,-0.7168,-0.24,0.1182,-0.3277,-0.434
4rfm,1.1370,1.2494,3.5965,0.6255,0.9512,1.0295,-0.136,-0.9918,0.7721,-0.0206,-0.6758,1.3215,-0.5622,-1.536,-0.5455,1.2584,-0.9673,-0.434
4twp,1.8913,0.4021,3.5465,0.309,0.2913,1.2926,1.162,-0.7965,1.3496,-0.3961,-0.6474,0.208,-0.7883,-1.1314,0.0321,0.2806,-0.9673,-0.9677
4ty7,1.3466,0.9132,3.0665,0.7472,0.9485,0.9838,0.9485,-0.821,0.7661,1.052,0.3792,0.986,-0.7732,-0.821,-0.1741,0.606,0.0401,-0.9677
4u4s,-1.6542,0.4173,-3.5335,-0.9028,-0.8976,-0.0883,-0.6509,-0.0922,-0.6871,-0.7447,-1.0096,-0.0801,0.8998,-1.1122,-0.9015,-0.0443,-0.9924,-0.7009
4w9c,-1.2826,0.4593,-1.8035,-0.4069,0.1165,0.5891,-0.7345,-0.4918,0.0596,-0.691,-0.1347,0.7015,-0.2532,-0.1677,-0.5607,1.0849,-0.0817,-0.434
4w9h,0.0484,0.5405,0.2765,0.1558,0.4864,0.5557,-0.1923,-0.3836,0.017,0.328,-0.1134,1.0404,-0.3361,-0.738,0.0721,1.1042,-0.0269,-0.1672
4w9i,-0.6559,0.9792,-0.4935,0.0404,0.4556,0.0722,-0.4288,-0.7428,0.017,-0.3424,-0.0932,0.8974,-0.3663,-0.738,-0.0273,1.262,0.2615,0.0996
4w9l,0.1585,0.5882,-1.4335,0.3962,1.148,0.7192,0.0442,-0.2058,0.017,0.0062,0.2079,1.4026,-0.7355,-0.738,0.0382,1.6989,0.299,0.0996
4wiv,-1.0892,0.6805,-0.1935,-0.4503,0.2318,1.1874,0.5252,-0.5666,0.4305,-0.7447,-1.276,-1.4778,-0.615,-1.0692,-0.9782,0.2445,-1.0156,-1.2346
4x6p,1.8675,0.9069,1.8465,1.218,1.2571,1.1812,1.3465,-0.9946,2.0817,2.1514,-0.047,0.7455,-2.2276,-0.8412,0.1061,0.4766,-0.3106,-0.9677
